Transaction_ID,Description,Amount,Category,Payment_Method,City,datetime,clean_desc,llm_category,anomaly,anomaly_label
TXN_00190,ELECTRICITY BOARD 9367 XYZ677,1411.21,Utilities,Credit Card,Mumbai,29-11-2024 08:55,electricity board  xyz,Bills,FALSE,Normal
TXN_00191,MUTUAL FUND,1395.9,Financial,Credit Card,Mumbai,06-09-2024 07:05,mutual fund,Financial,FALSE,Normal
TXN_00192,GYM MEMBERSHIP 5807,2092.51,Healthcare,Debit Card,Kolkata,28-06-2024 23:25,gym membership ,Healthcare,FALSE,Normal
TXN_00193,GAMING ARCADE 4700,320.42,Entertainment,Credit Card,Lucknow,23-03-2024 12:01,gaming arcade ,Entertainment,FALSE,Normal
TXN_00194,MUTUAL FUND,4160.48,Financial,Credit Card,Bangalore,16-09-2024 11:14,mutual fund,Financial,FALSE,Normal
TXN_00195,ICLOUD BACKUP 6223,101.56,Subscriptions,UPI,Lucknow,06-08-2024 13:20,icloud backup ,Subscriptions,FALSE,Normal
TXN_00196,WATER DEPT,800.72,Utilities,Net Banking,Chennai,13-08-2024 23:31,water dept,Bills,FALSE,Normal
TXN_00197,INVESTMENT APP 5603,2732.18,Financial,Credit Card,Ahmedabad,23-02-2024 09:37,investment app ,Financial,FALSE,Normal
TXN_00198,SUBWAY MRT STN 6102,4259.7,Food & Beverage,Credit Card,Pune,19-01-2024 17:44,subway mrt stn ,Food & Beverage,TRUE,Anomalous
TXN_00199,JIO RECHARGE 7588,999.59,Utilities,Credit Card,Ahmedabad,24-06-2024 20:42,jio recharge ,Bills,FALSE,Normal
TXN_00200,SPOTIFY SUB,463.26,Subscriptions,UPI,Lucknow,24-07-2024 14:17,spotify sub,Subscriptions,FALSE,Normal
TXN_00201,BANK FEE 7499,49604.24,Uncategorized,UPI,Kolkata,03-11-2024 08:35,bank fee ,Financial,TRUE,Anomalous
TXN_00202,INVESTMENT APP,2429.22,Uncategorized,Credit Card,Jaipur,11-08-2024 17:52,investment app,Financial,FALSE,Normal
TXN_00203,DECATHLON SPORTS 3901,15383.52,Personal Care,Debit Card,Mumbai,31-05-2024 13:06,decathlon sports ,Shopping,FALSE,Normal
TXN_00204,NETFLIX SUBS,312.26,Entertainment,Net Banking,Lucknow,06-10-2024 12:49,netflix subs,Subscriptions,FALSE,Normal
TXN_00205,LAKME SALON 3503,3242.91,Personal Care,Credit Card,Mumbai,11-07-2024 18:39,lakme salon ,Shopping,FALSE,Normal
TXN_00206,APOLLO HOSP 6980,1839.32,Healthcare,Credit Card,Pune,14-08-2024 15:30,apollo hosp ,Healthcare,FALSE,Normal
TXN_00207,HOTSTAR SUB 8628,657.49,Entertainment,Net Banking,Kolkata,21-08-2024 13:41,hotstar sub ,Subscriptions,FALSE,Normal
TXN_00208,SKILL SHARE 4487,6724.76,Education,Net Banking,Kolkata,22-08-2024 19:49,skill share ,Education,FALSE,Normal
TXN_00209,INTERNET PROVIDER 5517,1807.21,Utilities,Wallet,Bangalore,08-05-2024 09:56,internet provider ,Bills,FALSE,Normal
TXN_00210,DECATHLON SPORTS 7537,1051.12,Personal Care,Credit Card,Kolkata,04-03-2024 22:53,decathlon sports ,Shopping,FALSE,Normal
TXN_00211,WATER DEPT 1692,738.82,Utilities,Credit Card,Bangalore,15-07-2024 15:42,water dept ,Bills,FALSE,Normal
TXN_00212,GAMING ARCADE 3259,649.29,Entertainment,Wallet,Pune,09-04-2024 16:30,gaming arcade ,Entertainment,FALSE,Normal
TXN_00213,DECATHLON SPORTS 9315,377.12,Personal Care,Debit Card,Hyderabad,26-09-2024 21:08,decathlon sports ,Shopping,FALSE,Normal
TXN_00214,INSURANCE PREMIUM 8684,1191.57,Financial,Net Banking,Delhi,02-03-2024 20:15,insurance premium ,Bills,FALSE,Normal
TXN_00215,INTERNET PROVIDER,523.88,Utilities,Wallet,Delhi,04-03-2024 22:22,internet provider,Bills,FALSE,Normal
TXN_00216,AUDIBLE AUDIO,485.16,Subscriptions,UPI,Chennai,27-05-2024 11:07,audible audio,Subscriptions,FALSE,Normal
TXN_00217,GAMING ARCADE 8836,873.5,Entertainment,UPI,Bangalore,24-03-2024 23:30,gaming arcade ,Entertainment,FALSE,Normal
TXN_00218,BOOK STORE 23 3409,7627.66,Education,UPI,Chennai,28-01-2024 15:44,book store  ,Shopping,FALSE,Normal
TXN_00219,DECATHLON SPORTS 6937,200.47,Personal Care,Credit Card,Kolkata,21-07-2024 13:28,decathlon sports ,Shopping,FALSE,Normal
TXN_00220,APOLLO PHARMACY 1527,1973.26,Healthcare,Net Banking,Ahmedabad,26-07-2024 16:14,apollo pharmacy ,Healthcare,FALSE,Normal
TXN_00221,AUDIBLE AUDIO,150.08,Subscriptions,Wallet,Kolkata,16-03-2024 14:01,audible audio,Subscriptions,FALSE,Normal
TXN_00222,DECATHLON SPORTS,1170.48,Personal Care,UPI,Chennai,23-04-2024 07:00,decathlon sports,Shopping,FALSE,Normal
TXN_00223,BANK FEE XYZ870,4901.11,Financial,Debit Card,Hyderabad,23-02-2024 17:34,bank fee xyz,Financial,FALSE,Normal
TXN_00224,METRO CARD REF 3056,375.86,Transportation,UPI,Delhi,08-02-2024 11:10,metro card ref ,Transport,FALSE,Normal
TXN_00225,DR SHARMA CLINIC,2115.54,Healthcare,Net Banking,Kolkata,17-04-2024 23:06,dr sharma clinic,Healthcare,FALSE,Normal
TXN_00226,INSURANCE PREMIUM 9351,2656.69,Financial,Wallet,Lucknow,03-06-2024 13:26,insurance premium ,Bills,FALSE,Normal
TXN_00227,INSURANCE PREMIUM,945.63,Financial,Net Banking,Mumbai,17-04-2024 18:24,insurance premium,Bills,FALSE,Normal
TXN_00228,LAKME SALON 3089,762.56,Personal Care,Debit Card,Chennai,03-04-2024 10:10,lakme salon ,Shopping,FALSE,Normal
TXN_00229,BOOKMYSHOW,1284.5,Uncategorized,UPI,Delhi,21-10-2024 23:13,bookmyshow,Entertainment,FALSE,Normal
TXN_00230,SUBWAY MRT STN 6316,375.23,Food & Beverage,Wallet,Lucknow,09-06-2024 20:26,subway mrt stn ,Food & Beverage,FALSE,Normal
TXN_00231,LAKME SALON 7355,1670.5,Personal Care,Credit Card,Hyderabad,24-11-2024 08:29,lakme salon ,Shopping,FALSE,Normal
TXN_00232,DR SHARMA CLINIC,1514.84,Healthcare,Wallet,Delhi,08-02-2024 08:32,dr sharma clinic,Healthcare,FALSE,Normal
TXN_00233,UBER TRIP 9315,42.41,Transportation,Net Banking,Delhi,14-06-2024 17:04,uber trip ,Transport,FALSE,Normal
TXN_00234,UNIQLO STORE,1789.45,Personal Care,Wallet,Lucknow,18-08-2024 16:15,uniqlo store,Shopping,FALSE,Normal
TXN_00235,DOMINOS PZ,85.49,Food & Beverage,Debit Card,Kolkata,01-02-2024 10:20,dominos pz,Food & Beverage,FALSE,Normal
TXN_00236,UDEMY COURSE 2583,7564.38,Education,Net Banking,Chennai,19-04-2024 09:59,udemy course ,Education,FALSE,Normal
TXN_00237,AUTO RICKSHAW,5890.88,Transportation,Net Banking,Pune,21-01-2024 07:22,auto rickshaw,Transport,TRUE,Anomalous
TXN_00238,YOUTUBE PREMIUM 9139,806.98,Entertainment,Wallet,Lucknow,07-09-2024 13:23,youtube premium ,Subscriptions,FALSE,Normal
TXN_00239,JIO RECHARGE 3471,1198.25,Utilities,Wallet,Jaipur,18-02-2024 10:23,jio recharge ,Bills,FALSE,Normal
TXN_00240,SALON CUTS 7485,516.99,Personal Care,Credit Card,Lucknow,09-10-2024 19:20,salon cuts ,Shopping,FALSE,Normal
TXN_00241,HOTSTAR SUB,305.02,Entertainment,Net Banking,Delhi,07-09-2024 13:15,hotstar sub,Subscriptions,FALSE,Normal
TXN_00242,NETFLIX SUBS,517.69,Entertainment,Credit Card,Hyderabad,11-05-2024 07:05,netflix subs,Subscriptions,FALSE,Normal
TXN_00243,GAMING ARCADE 5921 XYZ693,2697.92,Entertainment,Credit Card,Bangalore,02-02-2024 18:58,gaming arcade  xyz,Entertainment,FALSE,Normal
TXN_00244,NYKAA BEAUTY 4319,674.91,Shopping,UPI,Ahmedabad,12-02-2024 09:19,nykaa beauty ,Shopping,FALSE,Normal
TXN_00245,ICLOUD BACKUP 3951,64.67,Subscriptions,Debit Card,Jaipur,04-11-2024 19:19,icloud backup ,Subscriptions,FALSE,Normal
TXN_00246,ADOBE CLOUD 4667,420.47,Subscriptions,Wallet,Lucknow,30-03-2024 20:07,adobe cloud ,Subscriptions,FALSE,Normal
TXN_00247,FLIPKRT.COM 3407,2638.27,Shopping,Net Banking,Delhi,18-12-2024 14:41,flipkrtcom ,Shopping,FALSE,Normal
TXN_00248,DR SHARMA CLINIC 5693,830.44,Healthcare,Debit Card,Jaipur,09-04-2024 23:19,dr sharma clinic ,Healthcare,FALSE,Normal
TXN_00249,AJIO FASHION 3515,341.25,Shopping,Net Banking,Pune,03-08-2024 12:32,ajio fashion ,Shopping,FALSE,Normal
TXN_00250,ONLINE COURSE 6911,8168.51,Education,Debit Card,Bangalore,15-04-2024 09:18,online course ,Education,FALSE,Normal
TXN_00251,TUITION FEES 6075,2005.59,Education,Net Banking,Jaipur,17-06-2024 19:50,tuition fees ,Education,FALSE,Normal
TXN_00252,METRO CARD REF 4720,631.3,Transportation,Wallet,Lucknow,10-01-2024 19:16,metro card ref ,Transport,FALSE,Normal
TXN_00253,AIRTEL POSTPAID 3415,1698.51,Utilities,UPI,Ahmedabad,09-02-2024 17:15,airtel postpaid ,Bills,FALSE,Normal
TXN_00254,FLIPKRT.COM 5135,376.39,Shopping,Credit Card,Mumbai,01-08-2024 22:10,flipkrtcom ,Shopping,FALSE,Normal
TXN_00255,APOLLO HOSP 9622,16594.89,Healthcare,Unknown,Pune,23-09-2024 09:19,apollo hosp ,Healthcare,FALSE,Normal
TXN_00256,SKILL SHARE 3278,6013.4,Education,Debit Card,Bangalore,24-01-2024 18:04,skill share ,Education,FALSE,Normal
TXN_00257,RAPIDO BIKE,518.82,Transportation,Unknown,Lucknow,12-09-2024 19:39,rapido bike,Transport,FALSE,Normal
TXN_00258,UNIQLO STORE 7410,773.75,Personal Care,Debit Card,Chennai,22-05-2024 19:19,uniqlo store ,Shopping,FALSE,Normal
TXN_00259,NETFLIX SUBS,1085.46,Entertainment,Debit Card,Pune,07-09-2024 07:25,netflix subs,Subscriptions,FALSE,Normal
TXN_00260,LAKME SALON 4435 XYZ808,1641.28,Personal Care,Net Banking,Kolkata,15-05-2024 21:58,lakme salon  xyz,Shopping,FALSE,Normal
TXN_00261,NYKAA BEAUTY 6019,4589.5,Shopping,Wallet,Delhi,15-10-2024 11:00,nykaa beauty ,Shopping,FALSE,Normal
TXN_00262,INVESTMENT APP 4552,23954.62,Financial,UPI,Mumbai,22-01-2024 10:29,investment app ,Financial,FALSE,Normal
TXN_00263,PRIME VIDEO,853.47,Entertainment,Debit Card,Delhi,24-04-2024 23:05,prime video,Entertainment,FALSE,Normal
TXN_00264,SKILL SHARE,1429.54,Education,Debit Card,Hyderabad,30-01-2024 15:31,skill share,Education,FALSE,Normal
TXN_00265,COURSERA FEE,5384.03,Education,Net Banking,Pune,21-11-2024 23:40,coursera fee,Education,FALSE,Normal
TXN_00266,BSNL BILL,1086.55,Utilities,Net Banking,Pune,17-05-2024 09:14,bsnl bill,Bills,FALSE,Normal
TXN_00267,AJIO FASHION,3905.87,Shopping,UPI,Pune,30-07-2024 12:51,ajio fashion,Shopping,FALSE,Normal
TXN_00268,BSNL BILL 2810,1897.59,Utilities,Credit Card,Mumbai,03-10-2024 11:51,bsnl bill ,Bills,FALSE,Normal
TXN_00269,DOMINOS PZ,147.99,Food & Beverage,Net Banking,Pune,26-03-2024 09:46,dominos pz,Food & Beverage,FALSE,Normal
TXN_00270,KFC #123 7332,339.86,Food & Beverage,Net Banking,Bangalore,11-12-2024 16:59,kfc  ,Food & Beverage,FALSE,Normal
TXN_00271,BANK FEE 7310,557.1,Financial,UPI,Lucknow,21-06-2024 08:43,bank fee ,Financial,FALSE,Normal
TXN_00272,SWIGGY DELIVERY 3468,2137.7,Food & Beverage,Credit Card,Bangalore,27-05-2024 19:31,swiggy delivery ,Food & Beverage,FALSE,Normal
TXN_00273,PETROL PUMP 12 2066,500.86,Transportation,UPI,Hyderabad,25-05-2024 14:28,petrol pump  ,Transport,FALSE,Normal
TXN_00274,COURSERA FEE 2652 XYZ908,4882.67,Education,Wallet,Hyderabad,08-11-2024 18:25,coursera fee  xyz,Education,FALSE,Normal
TXN_00275,ONLINE COURSE 8442,73735.02,Education,UPI,Delhi,12-07-2024 21:56,online course ,Education,TRUE,Anomalous
TXN_00276,INTERNET PROVIDER,900.08,Utilities,Wallet,Kolkata,17-09-2024 16:30,internet provider,Bills,FALSE,Normal
TXN_00277,SWIGGY DELIVERY 3829,1575.77,Food & Beverage,UPI,Kolkata,08-10-2024 23:07,swiggy delivery ,Food & Beverage,FALSE,Normal
TXN_00278,AIRTEL POSTPAID 4676,1780.48,Utilities,Wallet,Lucknow,15-01-2024 22:25,airtel postpaid ,Bills,FALSE,Normal
TXN_00279,SALON CUTS 7782,1055.61,Uncategorized,Credit Card,Mumbai,15-11-2024 17:58,salon cuts ,Shopping,FALSE,Normal
TXN_00280,BANK FEE 8866,24343.59,Financial,UPI,Pune,05-01-2024 23:45,bank fee ,Financial,FALSE,Normal
TXN_00281,INVESTMENT APP 5304,4102.42,Uncategorized,Net Banking,Chennai,21-09-2024 14:34,investment app ,Financial,FALSE,Normal
TXN_00282,INVESTMENT APP,1194.43,Financial,UPI,Chennai,11-08-2024 18:49,investment app,Financial,FALSE,Normal
TXN_00283,TUITION FEES,5108.92,Education,Wallet,Jaipur,14-05-2024 09:19,tuition fees,Education,FALSE,Normal
TXN_00284,SALON CUTS,7302.89,Personal Care,Net Banking,Bangalore,26-04-2024 15:56,salon cuts,Shopping,FALSE,Normal
TXN_00285,NETFLIX SUBS 3788,1106.57,Entertainment,Debit Card,Pune,14-04-2024 21:58,netflix subs ,Subscriptions,FALSE,Normal
TXN_00286,BSNL BILL,1844.88,Utilities,Net Banking,Chennai,07-06-2024 20:13,bsnl bill,Bills,FALSE,Normal
TXN_00287,DECATHLON SPORTS 9809,1285.46,Personal Care,Credit Card,Ahmedabad,23-01-2024 16:39,decathlon sports ,Shopping,FALSE,Normal
TXN_00288,AIRTEL POSTPAID,1713.95,Utilities,Net Banking,Pune,01-08-2024 20:58,airtel postpaid,Bills,FALSE,Normal
TXN_00289,NYKAA BEAUTY,3976.26,Shopping,Debit Card,Bangalore,09-02-2024 11:47,nykaa beauty,Shopping,FALSE,Normal
TXN_00290,AIRTEL POSTPAID 5523,572.14,Utilities,Debit Card,Hyderabad,02-09-2024 14:44,airtel postpaid ,Bills,FALSE,Normal
TXN_00291,METRO CARD REF XYZ457,511.74,Transportation,Debit Card,Jaipur,06-12-2024 19:57,metro card ref xyz,Transport,FALSE,Normal
TXN_00292,RAPIDO BIKE,317.27,Transportation,UPI,Mumbai,22-05-2024 13:41,rapido bike,Transport,FALSE,Normal
TXN_00293,SPA TREATMENT,396.9,Personal Care,UPI,Bangalore,16-02-2024 08:16,spa treatment,Healthcare,FALSE,Normal
TXN_00294,NETFLIX SUBS 5498,1332.56,Entertainment,Debit Card,Bangalore,27-11-2024 15:04,netflix subs ,Subscriptions,FALSE,Normal
TXN_00295,LAKME SALON 9394,800.35,Personal Care,Debit Card,Chennai,25-05-2024 09:08,lakme salon ,Shopping,FALSE,Normal
TXN_00296,SKILL SHARE,9833.58,Education,Net Banking,Mumbai,14-04-2024 21:21,skill share,Education,FALSE,Normal
TXN_00297,FLIPKRT.COM,37916.68,Shopping,UPI,Delhi,09-02-2024 07:17,flipkrtcom,Shopping,TRUE,Anomalous
TXN_00298,PETROL PUMP 12 6828,550.37,Transportation,UPI,Delhi,20-03-2024 11:41,petrol pump  ,Transport,FALSE,Normal
TXN_00299,STARBKS 1066,272.02,Food & Beverage,Wallet,Pune,25-04-2024 22:00,starbks ,Food & Beverage,FALSE,Normal
TXN_00300,STARBKS,118.52,Food & Beverage,Debit Card,Pune,30-07-2024 11:16,starbks,Food & Beverage,FALSE,Normal
TXN_00301,SALON CUTS XYZ915,1683.77,Personal Care,Net Banking,Kolkata,13-08-2024 16:35,salon cuts xyz,Shopping,FALSE,Normal
TXN_00302,AMZ MKTP 7518,2707.8,Shopping,Credit Card,Bangalore,16-05-2024 20:55,amz mktp ,Shopping,FALSE,Normal
TXN_00303,PETROL PUMP 12,482.9,Transportation,Wallet,Hyderabad,18-03-2024 13:07,petrol pump ,Transport,FALSE,Normal
TXN_00304,BOOKMYSHOW 9997 XYZ522,897.73,Entertainment,UPI,Kolkata,20-10-2024 15:31,bookmyshow  xyz,Entertainment,FALSE,Normal
TXN_00305,INVESTMENT APP 9590,980.53,Financial,Credit Card,Hyderabad,13-03-2024 10:56,investment app ,Financial,FALSE,Normal
TXN_00306,JIO RECHARGE 9311,1071.42,Utilities,Debit Card,Delhi,03-11-2024 15:48,jio recharge ,Bills,FALSE,Normal
TXN_00307,ELECTRICITY BOARD 9822,1413.55,Utilities,Net Banking,Lucknow,23-09-2024 16:30,electricity board ,Bills,FALSE,Normal
TXN_00308,MUTUAL FUND 2325,828.52,Financial,UPI,Chennai,26-08-2024 15:56,mutual fund ,Financial,FALSE,Normal
TXN_00309,NYKAA BEAUTY 6487,1082.27,Shopping,Credit Card,Kolkata,18-01-2024 08:49,nykaa beauty ,Shopping,FALSE,Normal
TXN_00310,BANK FEE 5492,2248.8,Financial,Net Banking,Delhi,11-09-2024 15:46,bank fee ,Financial,FALSE,Normal
TXN_00311,MUTUAL FUND 7108,1085.96,Financial,Credit Card,Jaipur,15-10-2024 19:57,mutual fund ,Financial,FALSE,Normal
TXN_00312,PETROL PUMP 12 8819,249.82,Transportation,UPI,Kolkata,02-05-2024 10:39,petrol pump  ,Transport,FALSE,Normal
TXN_00313,BANK FEE 6658,3678.23,Financial,Debit Card,Hyderabad,04-05-2024 08:59,bank fee ,Financial,FALSE,Normal
TXN_00314,ZOMATO APP XYZ233,384.38,Food & Beverage,Credit Card,Bangalore,31-05-2024 23:54,zomato app xyz,Food & Beverage,FALSE,Normal
TXN_00315,AUDIBLE AUDIO,478.37,Subscriptions,UPI,Ahmedabad,02-02-2024 19:42,audible audio,Subscriptions,FALSE,Normal
TXN_00316,PRIME VIDEO 7336,735.53,Entertainment,Credit Card,Kolkata,12-03-2024 13:10,prime video ,Subscriptions,FALSE,Normal
TXN_00317,ADOBE CLOUD 6903,288.99,Subscriptions,UPI,Bangalore,08-07-2024 16:32,adobe cloud ,Subscriptions,FALSE,Normal
TXN_00318,BOOKMYSHOW 1796,784.81,Entertainment,Net Banking,Ahmedabad,05-08-2024 20:01,bookmyshow ,Entertainment,FALSE,Normal
TXN_00319,HOTSTAR SUB,1344.25,Entertainment,UPI,Pune,05-02-2024 07:01,hotstar sub,Subscriptions,FALSE,Normal
TXN_00320,APOLLO PHARMACY,2102.96,Healthcare,Debit Card,Jaipur,05-10-2024 15:45,apollo pharmacy,Healthcare,FALSE,Normal
TXN_00321,APOLLO PHARMACY 7397,1844.76,Healthcare,Credit Card,Lucknow,25-02-2024 21:15,apollo pharmacy ,Healthcare,FALSE,Normal
TXN_00322,AUDIBLE AUDIO 2449,216.77,Subscriptions,Net Banking,Lucknow,21-02-2024 19:51,audible audio ,Subscriptions,FALSE,Normal
TXN_00323,METRO CARD REF 8386,216.86,Transportation,Credit Card,Mumbai,16-08-2024 16:20,metro card ref ,Transport,FALSE,Normal
TXN_00324,INTERNET PROVIDER 7674,1977.04,Utilities,Net Banking,Kolkata,10-02-2024 22:11,internet provider ,Bills,FALSE,Normal
TXN_00325,UNIQLO STORE,16287.78,Personal Care,UPI,Delhi,26-01-2024 08:58,uniqlo store,Shopping,FALSE,Normal
TXN_00326,MUTUAL FUND,49866.87,Financial,Wallet,Kolkata,19-09-2024 16:55,mutual fund,Financial,TRUE,Anomalous
TXN_00327,PETROL PUMP 12 6623 XYZ563,261.45,Transportation,Net Banking,Lucknow,04-09-2024 21:57,petrol pump   xyz,Transport,FALSE,Normal
TXN_00328,SWIGGY DELIVERY,441.51,Food & Beverage,UPI,Chennai,06-11-2024 12:49,swiggy delivery,Food & Beverage,FALSE,Normal
TXN_00329,ADOBE CLOUD,379.59,Subscriptions,UPI,Kolkata,23-11-2024 10:38,adobe cloud,Subscriptions,FALSE,Normal
TXN_00330,ICLOUD BACKUP 2780,436.79,Subscriptions,Net Banking,Kolkata,28-03-2024 11:35,icloud backup ,Subscriptions,FALSE,Normal
TXN_00331,MEDPLUS CHEMIST,2863.15,Healthcare,Debit Card,Bangalore,23-02-2024 21:22,medplus chemist,Healthcare,FALSE,Normal
TXN_00332,MYNTRA APP,4738.9,Shopping,UPI,Pune,25-05-2024 14:59,myntra app,Shopping,FALSE,Normal
TXN_00333,ICLOUD BACKUP 5971,406.66,Subscriptions,Debit Card,Ahmedabad,11-10-2024 10:35,icloud backup ,Subscriptions,FALSE,Normal
TXN_00334,YOUTUBE PREMIUM,743.53,Entertainment,Credit Card,Ahmedabad,30-11-2024 07:38,youtube premium,Subscriptions,FALSE,Normal
TXN_00335,DR SHARMA CLINIC 4952,28180.22,Healthcare,Credit Card,Bangalore,05-10-2024 09:05,dr sharma clinic ,Healthcare,TRUE,Anomalous
TXN_00336,MYNTRA APP,453.05,Shopping,Wallet,Lucknow,12-07-2024 09:43,myntra app,Shopping,FALSE,Normal
TXN_00337,ADOBE CLOUD 5603,90.97,Subscriptions,Credit Card,Hyderabad,23-01-2024 11:28,adobe cloud ,Subscriptions,FALSE,Normal
TXN_00338,WATER DEPT,1982.03,Utilities,Net Banking,Jaipur,30-11-2024 15:28,water dept,Bills,FALSE,Normal
TXN_00339,BSNL BILL,806.37,Utilities,Net Banking,Lucknow,14-02-2024 15:48,bsnl bill,Bills,FALSE,Normal
TXN_00340,PRIME VIDEO 5554,102.06,Entertainment,Net Banking,Chennai,09-07-2024 18:13,prime video ,Subscriptions,FALSE,Normal
TXN_00341,AJIO FASHION 1540 XYZ805,208.47,Shopping,Credit Card,Ahmedabad,02-02-2024 12:33,ajio fashion  xyz,Shopping,FALSE,Normal
TXN_00342,UDEMY COURSE 5868,2199.53,Education,Wallet,Mumbai,06-08-2024 23:42,udemy course ,Education,FALSE,Normal
TXN_00343,ONLINE COURSE,3765.55,Education,Debit Card,Pune,22-09-2024 09:29,online course,Education,FALSE,Normal
TXN_00344,AMZ MKTP 8232,43667.88,Shopping,UPI,Ahmedabad,26-11-2024 22:47,amz mktp ,Shopping,TRUE,Anomalous
TXN_00345,AUTO RICKSHAW 5946,129.72,Uncategorized,UPI,Ahmedabad,20-06-2024 22:05,auto rickshaw ,Transport,FALSE,Normal
TXN_00346,UDEMY COURSE 6105,6277.28,Education,Wallet,Mumbai,16-04-2024 17:21,udemy course ,Education,FALSE,Normal
TXN_00347,UNIQLO STORE,1503.44,Personal Care,Wallet,Pune,31-01-2024 21:17,uniqlo store,Shopping,FALSE,Normal
TXN_00348,AJIO FASHION,1363.11,Shopping,UPI,Hyderabad,25-12-2024 21:47,ajio fashion,Shopping,FALSE,Normal
TXN_00349,INVESTMENT APP 3358,4983.01,Financial,Net Banking,Jaipur,01-06-2024 21:46,investment app ,Financial,FALSE,Normal
TXN_00350,JIO RECHARGE,1887.2,Utilities,Debit Card,Mumbai,21-02-2024 14:53,jio recharge,Bills,FALSE,Normal
TXN_00351,INSURANCE PREMIUM 5030,2635.36,Financial,Debit Card,Delhi,16-05-2024 13:48,insurance premium ,Bills,FALSE,Normal
TXN_00352,INSURANCE PREMIUM,1081.81,Financial,Debit Card,Kolkata,08-08-2024 20:18,insurance premium,Bills,FALSE,Normal
TXN_00353,RELIANCE MKT,665.51,Shopping,Credit Card,Chennai,08-01-2024 14:47,reliance mkt,Shopping,FALSE,Normal
TXN_00354,LAKME SALON 5564,1044.84,Personal Care,UPI,Delhi,22-12-2024 18:11,lakme salon ,Shopping,FALSE,Normal
TXN_00355,INSURANCE PREMIUM,3676.7,Financial,Wallet,Bangalore,14-11-2024 19:29,insurance premium,Bills,FALSE,Normal
TXN_00356,ZOMATO APP 6862,469.78,Food & Beverage,Credit Card,Lucknow,18-10-2024 15:35,zomato app ,Food & Beverage,FALSE,Normal
TXN_00357,MYNTRA APP 8339,3815.97,Shopping,UPI,Chennai,23-04-2024 15:05,myntra app ,Shopping,FALSE,Normal
TXN_00358,BSNL BILL 5684,1617.94,Utilities,Net Banking,Delhi,26-03-2024 15:04,bsnl bill ,Bills,FALSE,Normal
TXN_00359,SKILL SHARE,1446.44,Education,Wallet,Lucknow,12-05-2024 22:19,skill share,Education,FALSE,Normal
TXN_00360,NETMEDS APP 9480,1526.32,Healthcare,Wallet,Ahmedabad,10-01-2024 19:50,netmeds app ,Healthcare,FALSE,Normal
TXN_00361,UNIQLO STORE 4466,756.64,Uncategorized,Wallet,Ahmedabad,25-08-2024 19:39,uniqlo store ,Shopping,FALSE,Normal
TXN_00362,SWIGGY DELIVERY,187.75,Food & Beverage,Debit Card,Hyderabad,15-03-2024 21:24,swiggy delivery,Food & Beverage,FALSE,Normal
TXN_00363,BOOK STORE 23 2174,7285.63,Education,UPI,Pune,28-06-2024 11:40,book store  ,Shopping,FALSE,Normal
TXN_00364,ADOBE CLOUD,440.39,Subscriptions,Net Banking,Mumbai,06-07-2024 21:12,adobe cloud,Subscriptions,FALSE,Normal
TXN_00365,ADOBE CLOUD 5704,448.12,Subscriptions,UPI,Kolkata,22-10-2024 07:15,adobe cloud ,Subscriptions,FALSE,Normal
TXN_00366,ICLOUD BACKUP 1642,51.46,Subscriptions,UPI,Jaipur,12-08-2024 14:28,icloud backup ,Subscriptions,FALSE,Normal
TXN_00367,AJIO FASHION 2791,4399.99,Shopping,Net Banking,Chennai,11-03-2024 22:22,ajio fashion ,Shopping,FALSE,Normal
TXN_00368,INVESTMENT APP 7595,3917.17,Financial,Credit Card,Jaipur,28-08-2024 07:14,investment app ,Financial,FALSE,Normal
TXN_00369,ELECTRICITY BOARD 1722,1429.78,Utilities,Net Banking,Chennai,02-01-2024 17:09,electricity board ,Bills,FALSE,Normal
TXN_00370,YOUTUBE PREMIUM 6132,1479.27,Entertainment,UPI,Kolkata,13-12-2024 19:24,youtube premium ,Subscriptions,FALSE,Normal
TXN_00371,INVESTMENT APP 2557 XYZ636,3091.69,Financial,Net Banking,Mumbai,21-08-2024 20:02,investment app  xyz,Financial,FALSE,Normal
TXN_00372,AJIO FASHION 4231,3019.73,Shopping,Credit Card,Chennai,07-08-2024 07:17,ajio fashion ,Shopping,FALSE,Normal
TXN_00373,AIRTEL POSTPAID 4979,861.33,Utilities,UPI,Bangalore,01-04-2024 14:45,airtel postpaid ,Bills,FALSE,Normal
TXN_00374,SPOTIFY SUB 3445,418.63,Uncategorized,Wallet,Bangalore,22-09-2024 21:59,spotify sub ,Subscriptions,FALSE,Normal
TXN_00375,ADOBE CLOUD 5062,177.1,Subscriptions,Debit Card,Ahmedabad,21-08-2024 09:27,adobe cloud ,Subscriptions,FALSE,Normal
TXN_00376,ICLOUD BACKUP,322.38,Subscriptions,Net Banking,Lucknow,07-08-2024 17:54,icloud backup,Subscriptions,FALSE,Normal
TXN_00377,TUITION FEES,4524.52,Education,Net Banking,Pune,04-09-2024 16:32,tuition fees,Education,FALSE,Normal
TXN_00378,ONLINE COURSE 7558,9614.55,Education,Debit Card,Kolkata,17-01-2024 16:10,online course ,Education,FALSE,Normal
TXN_00379,SALON CUTS 8041,691.6,Personal Care,Debit Card,Ahmedabad,03-11-2024 09:28,salon cuts ,Shopping,FALSE,Normal
